index,23,26,32,29,35,38,41,44,47,50,53,56,59,62,65
index,,,,,,,,,,,,,,,
time,20:04:23  2.11.2023,20:10:38  2.11.2023,20:23:07  2.11.2023,20:16:22  2.11.2023,20:31:14  2.11.2023,20:37:38  2.11.2023,20:44:21  2.11.2023,20:51:37  2.11.2023,20:58:14  2.11.2023,21:05:45  2.11.2023,21:11:28  2.11.2023,21:17:49  2.11.2023,21:24:44  2.11.2023,21:31:33  2.11.2023,21:38:31  2.11.2023
id,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP,OJIP
6121,12874,13882,14272,8903,8773,8663,5513,4865,5692,1541,1678,1414,536,505,501
6221,12906,13914,14304,8893,8793,8614,5463,4875,5682,1548,1701,1398,539,496,503
6321,12939,13914,14272,8883,8763,8673,5513,4895,5682,1544,1707,1404,551,515,500
6421,12874,13914,14272,8913,8813,8643,5513,4905,5692,1538,1659,1414,538,512,495
6521,12906,13914,14304,8883,8803,8673,5503,4865,5672,1532,1666,1414,541,496,497
6621,12874,13947,14272,8893,8773,8673,5503,4895,5682,1516,1659,1398,544,513,477
6721,12906,13947,14272,8903,8833,8663,5503,4885,5643,1522,1685,1414,527,505,487
6821,12906,13914,14304,8883,8773,8643,5493,4905,5692,1544,1666,1414,532,522,489
6921,12874,13979,14304,8933,8793,8663,5503,4865,5702,1538,1672,1430,528,516,488
7021,12939,13947,14272,8923,8803,8653,5513,4925,5643,1554,1691,1420,539,508,510
7121,12939,13947,14304,8903,8803,8653,5493,4895,5662,1535,1672,1401,524,491,508
7221,12906,13947,14337,8933,8833,8653,5543,4875,5662,1509,1685,1417,525,506,506
7321,12906,13979,14304,8893,8813,8693,5503,4915,5682,1541,1666,1417,538,493,496
7421,12939,13979,14272,8923,8843,8683,5513,4905,5672,1538,1672,1394,545,512,496
7521,12906,14012,14369,8913,8823,8713,5553,4905,5682,1532,1688,1410,541,497,500
7621,12939,13947,14304,8913,8793,8673,5523,4925,5662,1544,1685,1420,554,505,503
7721,12939,14012,14369,8903,8843,8683,5533,4905,5692,1544,1678,1382,543,500,488
7821,12906,14012,14337,8943,8843,8673,5553,4905,5682,1548,1701,1426,532,506,516
7921,12906,13979,14337,8903,8803,8693,5543,4905,5692,1538,1656,1420,541,504,493
8021,12939,13979,14369,8923,8823,8673,5523,4915,5692,1560,1701,1417,545,492,487
8121,12971,13979,14337,8963,8823,8683,5523,4905,5682,1538,1726,1414,536,496,492
8221,12971,14012,14337,8923,8803,8693,5543,4885,5672,1551,1663,1433,534,511,501
8321,12939,14044,14369,8953,8803,8693,5543,4895,5692,1541,1710,1407,546,504,490
8421,12939,14012,14337,8913,8803,8643,5513,4925,5692,1525,1694,1420,543,498,505
8521,12971,14044,14337,8913,8843,8683,5563,4895,5712,1567,1656,1404,548,515,488
8621,12971,14044,14369,8963,8803,8693,5543,4905,5692,1535,1720,1426,529,502,510
8721,12971,14044,14337,8963,8843,8703,5553,4925,5672,1541,1694,1414,545,508,501
8821,13004,14044,14337,8913,8823,8703,5563,4895,5682,1557,1694,1414,546,509,503
8921,12939,14044,14402,8933,8843,8703,5553,4895,5702,1538,1704,1420,558,503,494
9021,12971,14044,14369,8973,8823,8683,5563,4925,5702,1580,1704,1407,538,502,480
9121,13004,14077,14402,8933,8843,8683,5543,4905,5712,1551,1698,1414,543,495,485
9221,12971,14012,14402,8933,8813,8703,5563,4925,5682,1564,1691,1423,546,495,506
9321,13004,14077,14402,8943,8833,8693,5533,4895,5712,1525,1688,1420,528,497,503
9421,13004,14044,14402,8973,8783,8683,5553,4935,5712,1564,1701,1420,532,510,501
9521,13004,14044,14402,8933,8813,8693,5573,4915,5692,1554,1704,1430,541,499,487
9621,13004,14077,14369,8953,8833,8713,5553,4935,5722,1557,1723,1430,532,494,488
9721,13036,14044,14434,8933,8823,8713,5533,4935,5692,1564,1710,1404,549,495,496
9821,13004,14044,14402,8923,8843,8693,5543,4905,5702,1551,1723,1404,536,503,494
9921,13004,14044,14434,8923,8813,8693,5563,4905,5692,1551,1698,1414,535,511,497
10021,13036,14109,14402,8913,8833,8693,5553,4905,5722,1551,1707,1417,537,507,510
10121,13004,14109,14467,8933,8823,8713,5563,4925,5702,1544,1682,1410,539,501,503
10221,13004,14077,14434,8943,8823,8703,5553,4925,5692,1551,1704,1420,529,524,500
10321,13036,14077,14467,8913,8833,8693,5573,4935,5702,1551,1701,1417,516,499,490
10421,13004,14109,14467,8963,8823,8703,5553,4925,5692,1541,1701,1430,537,515,503
10521,13004,14109,14434,8913,8833,8673,5563,4915,5692,1544,1701,1420,545,523,495
10621,13004,14109,14434,8943,8803,8713,5523,4925,5722,1544,1688,1439,536,496,502
10721,13036,14077,14499,8913,8833,8693,5543,4925,5702,1551,1704,1465,544,507,500
10821,13036,14109,14434,8923,8843,8673,5533,4895,5672,1560,1698,1414,523,503,496
10921,13069,14109,14434,8943,8853,8743,5543,4925,5722,1538,1707,1430,536,506,510
11021,13036,14109,14467,8943,8803,8693,5553,4925,5722,1548,1688,1417,545,510,490
11121,13036,14142,14434,8923,8853,8723,5543,4885,5672,1535,1688,1417,542,504,503
11221,13069,14109,14467,8923,8823,8703,5583,4915,5722,1551,1723,1410,533,506,498
11321,13069,14109,14499,8923,8803,8713,5563,4925,5722,1522,1707,1407,529,492,486
11421,13036,14142,14434,8933,8813,8693,5553,4915,5732,1560,1698,1414,547,515,500
11521,13036,14174,14499,8933,8823,8713,5543,4895,5712,1573,1701,1423,555,519,502
11621,13069,14142,14499,8903,8853,8693,5543,4935,5722,1544,1698,1410,524,508,492
11721,13069,14174,14467,8933,8813,8673,5563,4935,5692,1519,1710,1436,536,499,503
11821,13069,14174,14467,8923,8853,8713,5553,4925,5672,1548,1707,1426,535,505,499
11921,13069,14174,14467,8923,8823,8693,5543,4905,5712,1541,1698,1423,538,510,484
